"","isInterpolated","useMicroData","CountryCode","CountryName","RegionCode","CoverageType","RequestYear","DataYear","DataType","PPP","PovertyLine","Mean","HeadCount","PovGap","PovGapSqr","Watts","Gini","Median","pr.mld","Polarization","ReqYearPopulation","SvyInfoID","Decile1","Decile2","Decile3","Decile4","Decile5","Decile6","Decile7","Decile8","Decile9","Decile10"
"813",0,1,"LBN","Lebanon","XX","N",1993,2011.77,"X",892.382,1.451663,611.558,0,0,0,0,0.3183245,518.8016,0.1697937,-1,2.900854,"LBN_N2011X",0.03091,0.04765,0.05858,0.06829,0.07858,0.09121,0.1036,0.1215,0.1517,0.2479
"814",0,1,"LBN","Lebanon","XX","N",1996,2011.77,"X",892.382,1.451663,632.8272,0,0,0,0,0.3183245,536.8448,0.1697937,-1,3.07096,"LBN_N2011X",0.03091,0.04765,0.05858,0.06829,0.07858,0.09121,0.1036,0.1215,0.1517,0.2479
"815",0,1,"LBN","Lebanon","XX","N",1999,2011.77,"X",892.382,1.451663,611.1473,0,0,0,0,0.3183245,518.4532,0.1697937,-1,3.156646,"LBN_N2011X",0.03091,0.04765,0.05858,0.06829,0.07858,0.09121,0.1036,0.1215,0.1517,0.2479
"816",0,1,"LBN","Lebanon","XX","N",2002,2011.77,"X",892.382,1.451663,599.3347,0,0,0,0,0.3183245,508.4322,0.1697937,-1,3.522837,"LBN_N2011X",0.03091,0.04765,0.05858,0.06829,0.07858,0.09121,0.1036,0.1215,0.1517,0.2479
"817",0,1,"LBN","Lebanon","XX","N",2005,2011.77,"X",892.382,1.451663,557.1429,0,0,0,0,0.3183245,472.6397,0.1697937,-1,3.986852,"LBN_N2011X",0.03091,0.04765,0.05858,0.06829,0.07858,0.09121,0.1036,0.1215,0.1517,0.2479
"818",0,1,"LBN","Lebanon","XX","N",2008,2011.77,"X",892.382,1.451663,657.4678,0,0,0,0,0.3183245,557.7481,0.1697937,-1,4.111047,"LBN_N2011X",0.03091,0.04765,0.05858,0.06829,0.07858,0.09121,0.1036,0.1215,0.1517,0.2479
"819",0,1,"LBN","Lebanon","XX","N",2010,2011.77,"X",892.382,1.451663,765.3404,0,0,0,0,0.3183245,649.2594,0.1697937,-1,4.337141,"LBN_N2011X",0.03091,0.04765,0.05858,0.06829,0.07858,0.09121,0.1036,0.1215,0.1517,0.2479
"820",1,1,"LBN","Lebanon","XX","N",2011,2011.77,"X",892.382,1.451663,714.5316,0,0,0,-1,-1,-1,-1,-1,4.588368,"LBN_N2011X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"821",0,1,"LBN","Lebanon","XX","N",2012,2011.77,"X",892.382,1.451663,702.391,0,0,0,0,0.3183245,595.8577,0.1697937,-1,4.916404,"LBN_N2011X",0.03091,0.04765,0.05858,0.06829,0.07858,0.09121,0.1036,0.1215,0.1517,0.2479
"822",0,1,"LBN","Lebanon","XX","N",2013,2011.77,"X",892.382,1.451663,654.0099,0,0,0,0,0.3183245,554.8147,0.1697937,-1,5.276102,"LBN_N2011X",0.03091,0.04765,0.05858,0.06829,0.07858,0.09121,0.1036,0.1215,0.1517,0.2479
"823",0,1,"LBN","Lebanon","XX","N",2015,2011.77,"X",892.382,1.451663,658.3876,0,0,0,0,0.3183245,558.5284,0.1697937,-1,5.851479,"LBN_N2011X",0.03091,0.04765,0.05858,0.06829,0.07858,0.09121,0.1036,0.1215,0.1517,0.2479
"824",0,1,"LBR","Liberia","XX","N",1981,2007,"X",0.5677298,1.47953,244.2193,0.02368614,0.009005797,0.004997755,0.01451707,0.3647774,197.7226,0.2365822,-1,1.957456,"LBR_N2007X",0.02372,0.04126,0.05369,0.06395,0.07521,0.08665,0.1001,0.1205,0.152,0.2829
"825",0,1,"LBR","Liberia","XX","N",1984,2007,"X",0.5677298,1.47953,207.4617,0.03688756,0.01240825,0.006577998,0.01964539,0.3647774,167.9632,0.2365822,-1,2.159089,"LBR_N2007X",0.02372,0.04126,0.05369,0.06395,0.07521,0.08665,0.1001,0.1205,0.152,0.2829
"826",0,1,"LBR","Liberia","XX","N",1987,2007,"X",0.5677298,1.47953,197.3148,0.03866733,0.01364452,0.007193997,0.0215347,0.3647774,159.7482,0.2365822,-1,2.191023,"LBR_N2007X",0.02372,0.04126,0.05369,0.06395,0.07521,0.08665,0.1001,0.1205,0.152,0.2829
"827",0,1,"LBR","Liberia","XX","N",1990,2007,"X",0.5677298,1.47953,72.51266,0.3351247,0.1097959,0.05372586,0.1635043,0.3647774,58.70703,0.2365822,-1,2.097232,"LBR_N2007X",0.02372,0.04126,0.05369,0.06395,0.07521,0.08665,0.1001,0.1205,0.152,0.2829
"828",0,1,"LBR","Liberia","XX","N",1993,2007,"X",0.5677298,1.47953,28.37337,0.8701962,0.4492992,0.2754187,0.7498445,0.3647774,22.97139,0.2365822,-1,2.000248,"LBR_N2007X",0.02372,0.04126,0.05369,0.06395,0.07521,0.08665,0.1001,0.1205,0.152,0.2829
"829",0,1,"LBR","Liberia","XX","N",1996,2007,"X",0.5677298,1.47953,21.75132,0.9265503,0.5555798,0.3714518,0.9899823,0.3647774,17.61011,0.2365822,-1,2.191179,"LBR_N2007X",0.02372,0.04126,0.05369,0.06395,0.07521,0.08665,0.1001,0.1205,0.152,0.2829
"830",0,1,"LBR","Liberia","XX","N",1999,2007,"X",0.5677298,1.47953,56.99228,0.4857685,0.1736733,0.08768982,0.261105,0.3647774,46.14157,0.2365822,-1,2.734518,"LBR_N2007X",0.02372,0.04126,0.05369,0.06395,0.07521,0.08665,0.1001,0.1205,0.152,0.2829
"831",0,1,"LBR","Liberia","XX","N",2002,2007,"X",0.5677298,1.47953,69.88758,0.3554837,0.118309,0.05801582,0.1762216,0.3647774,56.58174,0.2365822,-1,3.062863,"LBR_N2007X",0.02372,0.04126,0.05369,0.06395,0.07521,0.08665,0.1001,0.1205,0.152,0.2829
"832",0,1,"LBR","Liberia","XX","N",2005,2007,"X",0.5677298,1.47953,49.53713,0.5830931,0.2210272,0.1146203,0.3360383,0.3647774,40.10579,0.2365822,-1,3.26123,"LBR_N2007X",0.02372,0.04126,0.05369,0.06395,0.07521,0.08665,0.1001,0.1205,0.152,0.2829
"833",1,1,"LBR","Liberia","XX","N",2008,NA,"X",0.5677298,1.47953,57.84612,0.4700369,0.165817,0.08214063,0.2460682,-1,-1,-1,-1,3.662993,"LBR_N2007X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"834",1,1,"LBR","Liberia","XX","N",2010,NA,"X",0.5677298,1.47953,62.50652,0.4137242,0.1368965,0.06400912,0.1964229,-1,-1,-1,-1,3.948125,"LBR_N2007X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"835",1,1,"LBR","Liberia","XX","N",2011,NA,"X",0.5677298,1.47953,69.05681,0.348672,0.1078547,0.04783727,0.1510032,-1,-1,-1,-1,4.070167,"LBR_N2007X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"836",1,1,"LBR","Liberia","XX","N",2012,NA,"X",0.5677298,1.47953,76.1562,0.2979916,0.08218547,0.03442453,0.1121696,-1,-1,-1,-1,4.181563,"LBR_N2007X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"837",1,1,"LBR","Liberia","XX","N",2013,NA,"X",0.5677298,1.47953,81.49605,0.2532571,0.06643817,0.02680785,0.0891882,-1,-1,-1,-1,4.286291,"LBR_N2007X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"838",1,1,"LBR","Liberia","XX","N",2015,NA,"X",0.5677298,1.47953,83.45537,0.2502891,0.0636362,0.02393445,0.08200368,-1,-1,-1,-1,4.499621,"LBR_N2014X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"839",0,0,"LCA","St. Lucia","XX","N",1981,1995,"Y",2.139054,2.45203,55.77728,0.7959864,0.4136842,0.2595599,0.713223,0.4258438,41.09946,0.3157385,0.3738608,0.119594,"LCA_N1995Y",0.02007,0.03218,0.04364,0.0551,0.06721,0.08084,0.09743,0.1201,0.1586,0.3248
"840",0,0,"LCA","St. Lucia","XX","N",1984,1995,"Y",2.139054,2.45203,61.50947,0.7561212,0.3763691,0.2301586,0.6364989,0.4258438,45.32322,0.3157385,0.3738608,0.124468,"LCA_N1995Y",0.02007,0.03218,0.04364,0.0551,0.06721,0.08084,0.09743,0.1201,0.1586,0.3248
"841",0,0,"LCA","St. Lucia","XX","N",1987,1995,"Y",2.139054,2.45203,75.26197,0.6600234,0.3015323,0.1750006,0.4913792,0.4258438,55.45674,0.3157385,0.3738608,0.131034,"LCA_N1995Y",0.02007,0.03218,0.04364,0.0551,0.06721,0.08084,0.09743,0.1201,0.1586,0.3248
"842",0,0,"LCA","St. Lucia","XX","N",1990,1995,"Y",2.139054,2.45203,97.32455,0.5214506,0.2156698,0.1170978,0.3367354,0.4258438,71.71354,0.3157385,0.3738608,0.138185,"LCA_N1995Y",0.02007,0.03218,0.04364,0.0551,0.06721,0.08084,0.09743,0.1201,0.1586,0.3248
"843",0,0,"LCA","St. Lucia","XX","N",1993,1995,"Y",2.139054,2.45203,102.0904,0.4953264,0.2013315,0.1079201,0.3103439,0.4258438,75.22524,0.3157385,0.3738608,0.143565,"LCA_N1995Y",0.02007,0.03218,0.04364,0.0551,0.06721,0.08084,0.09743,0.1201,0.1586,0.3248
"844",1,1,"LCA","St. Lucia","XX","N",1996,NA,"Y",2.139054,2.45203,138.1783,0.344342,0.1274898,0.06364956,0.1879512,-1,-1,-1,-1,0.149004,"LCA_N1995Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"845",1,1,"LCA","St. Lucia","XX","N",1999,NA,"Y",2.139054,2.45203,232.7437,0.1673251,0.05997191,0.03166119,0.08445469,-1,-1,-1,-1,0.155172,"LCA_N1995Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"846",1,1,"LCA","St. Lucia","XX","N",2002,NA,"Y",2.139054,2.45203,223.9484,0.3582282,0.1470954,0.08039999,0.2246969,-1,-1,-1,-1,0.159763,"LCA_N1995Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"847",1,1,"LCA","St. Lucia","XX","N",2005,NA,"Y",2.139054,2.45203,293.5214,0.1339203,0.05322135,0.03080531,0.07874696,-1,-1,-1,-1,0.163714,"LCA_N1995Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"848",1,1,"LCA","St. Lucia","XX","N",2008,NA,"Y",2.139054,2.45203,527.2437,0.06291642,0.02638341,0.017434,0.03522875,-1,-1,-1,-1,0.16922,"LCA_N1995Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"849",1,1,"LCA","St. Lucia","XX","N",2010,NA,"Y",2.139054,2.45203,452.6863,0.08167792,0.03553384,0.02282256,0.05004027,-1,-1,-1,-1,0.17258,"LCA_N1995Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"850",1,1,"LCA","St. Lucia","XX","N",2011,NA,"Y",2.139054,2.45203,523.4666,0.07282271,0.0309171,0.02050172,0.04226407,-1,-1,-1,-1,0.173832,"LCA_N1995Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"851",1,1,"LCA","St. Lucia","XX","N",2012,NA,"Y",2.139054,2.45203,491.9782,0.07766581,0.03503773,0.02290976,0.04876967,-1,-1,-1,-1,0.174835,"LCA_N1995Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"852",1,1,"LCA","St. Lucia","XX","N",2013,NA,"Y",2.139054,2.45203,445.6349,0.0918198,0.04120778,0.02663151,0.05883352,-1,-1,-1,-1,0.17566,"LCA_N1995Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"853",1,1,"LCA","St. Lucia","XX","N",2015,NA,"Y",2.139054,2.45203,488.9345,0.08816235,0.03987553,0.02618916,0.05597379,-1,-1,-1,-1,0.177206,"LCA_N1995Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"854",0,0,"LKA","Sri Lanka","XX","N",1981,1985,"X",42.21893,1.832199,103.937,0.2147038,0.04736172,0.01557671,0.05854923,0.3246785,84.95996,0.1736139,0.2667901,15.273391,"LKA_N1985X",0.03589,0.04703,0.05703,0.06665,0.07654,0.08741,0.1004,0.1179,0.147,0.2642
"855",0,0,"LKA","Sri Lanka","XX","N",1984,1985,"X",42.21893,1.832199,119.9757,0.1402458,0.02734357,0.008395249,0.03333292,0.3246785,98.07023,0.1736139,0.2667901,15.951422,"LKA_N1985X",0.03589,0.04703,0.05703,0.06665,0.07654,0.08741,0.1004,0.1179,0.147,0.2642
"856",1,1,"LKA","Sri Lanka","XX","N",1987,NA,"X",42.21893,1.832199,128.3238,0.1030705,0.01876009,0.005530862,0.02235229,-1,-1,-1,-1,16.647945,"LKA_N1985X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"857",1,1,"LKA","Sri Lanka","XX","N",1990,NA,"X",42.21893,1.832199,128.296,0.08850448,0.015325,0.004277841,0.0182297,-1,-1,-1,-1,17.329713,"LKA_N1985X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"858",1,1,"LKA","Sri Lanka","XX","N",1993,NA,"X",42.21893,1.832199,139.0938,0.07358519,0.01286284,0.003675963,0.01539369,-1,-1,-1,-1,17.928576,"LKA_N1990X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"859",1,1,"LKA","Sri Lanka","XX","N",1996,NA,"X",42.21893,1.832199,142.0252,0.08555791,0.01612823,0.004822087,0.01950399,-1,-1,-1,-1,18.37212,"LKA_N1995X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"860",1,1,"LKA","Sri Lanka","XX","N",1999,NA,"X",42.21893,1.832199,162.3796,0.07039516,0.0124454,0.003461332,0.01481232,-1,-1,-1,-1,18.669103,"LKA_N1995X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"861",0,1,"LKA","Sri Lanka","XX","N",2002,2002,"X",42.21893,1.832199,173.8357,0.07202366,0.01172452,0.003130544,0.01383826,0.4095797,120.6529,0.2746328,-1,19.0593,"LKA_N2002X",0.02873,0.03932,0.04716,0.05523,0.06442,0.07565,0.09073,0.1127,0.1542,0.3318
"862",1,1,"LKA","Sri Lanka","XX","N",2005,NA,"X",42.21893,1.832199,192.6338,0.04387383,0.006683675,0.001697147,0.007809232,-1,-1,-1,-1,19.524558,"LKA_N2002X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"863",1,1,"LKA","Sri Lanka","XX","N",2008,NA,"X",42.21893,1.832199,209.9321,0.02263804,0.003492188,0.0009128378,0.004104937,-1,-1,-1,-1,19.945832,"LKA_N2006X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"864",1,1,"LKA","Sri Lanka","XX","N",2010,NA,"X",42.21893,1.832199,209.3803,0.02038208,0.003182881,0.0008458595,0.003756803,-1,-1,-1,-1,20.198353,"LKA_N2009X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"865",1,1,"LKA","Sri Lanka","XX","N",2011,NA,"X",42.21893,1.832199,221.0914,0.01627899,0.002556561,0.0006660208,0.003009224,-1,-1,-1,-1,20.315017,"LKA_N2009X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"866",1,1,"LKA","Sri Lanka","XX","N",2012,NA,"X",42.21893,1.832199,223.4407,0.0168491,0.002576887,0.0006654072,0.003030391,-1,-1,-1,-1,20.425,"LKA_N2009X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"867",1,1,"LKA","Sri Lanka","XX","N",2013,NA,"X",42.21893,1.832199,246.2845,0.01033652,0.00149534,0.00037615,0.001752252,-1,-1,-1,-1,20.585,"LKA_N2012X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"868",1,1,"LKA","Sri Lanka","XX","N",2015,NA,"X",42.21893,1.832199,275.4532,0.005125345,0.0006781989,0.0001611234,0.0007853736,-1,-1,-1,-1,20.966,"LKA_N2012X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"869",0,0,"LSO","Lesotho","XX","N",1981,1986.54,"X",3.864347,1.220694,98.01359,0.3584685,0.1577586,0.08938808,0.2507608,0.5601606,54.54333,0.5836077,0.562795,1.34369,"LSO_N1986X",0.0104,0.01827,0.02702,0.03704,0.04889,0.06359,0.08307,0.1118,0.1642,0.4357
"870",0,0,"LSO","Lesotho","XX","N",1984,1986.54,"X",3.864347,1.220694,102.6673,0.342556,0.148605,0.08318207,0.2340745,0.5601606,57.13305,0.5836077,0.562795,1.442212,"LSO_N1986X",0.0104,0.01827,0.02702,0.03704,0.04889,0.06359,0.08307,0.1118,0.1642,0.4357
"871",1,1,"LSO","Lesotho","XX","N",1987,NA,"X",3.864347,1.220694,104.5597,0.3419901,0.150689,0.08566867,0.2409617,-1,-1,-1,-1,1.52546,"LSO_N1986X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"872",1,1,"LSO","Lesotho","XX","N",1990,NA,"X",3.864347,1.220694,116.9418,0.3481548,0.1654519,0.1010389,0.2821315,-1,-1,-1,-1,1.603938,"LSO_N1986X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"873",1,1,"LSO","Lesotho","XX","N",1993,NA,"X",3.864347,1.220694,127.0049,0.3650266,0.185577,0.1190686,0.3296108,-1,-1,-1,-1,1.700362,"LSO_N1986X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"874",1,1,"LSO","Lesotho","XX","N",1996,NA,"X",3.864347,1.220694,124.0487,0.3870556,0.1949601,0.125538,0.3471086,-1,-1,-1,-1,1.787273,"LSO_N1994X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"875",1,1,"LSO","Lesotho","XX","N",1999,NA,"X",3.864347,1.220694,98.92817,0.4183357,0.2053723,0.1303288,0.3622436,-1,-1,-1,-1,1.850527,"LSO_N1994X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"876",1,1,"LSO","Lesotho","XX","N",2002,NA,"X",3.864347,1.220694,74.94197,0.435497,0.2077911,0.1296734,0.3622952,-1,-1,-1,-1,1.902312,"LSO_N1994X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"877",1,1,"LSO","Lesotho","XX","N",2005,NA,"X",3.864347,1.220694,70.54327,0.4375515,0.2076427,0.1288958,0.3601296,-1,-1,-1,-1,1.949543,"LSO_N2002X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"878",1,1,"LSO","Lesotho","XX","N",2008,NA,"X",3.864347,1.220694,73.94465,0.4324525,0.205018,0.1268323,0.3538727,-1,-1,-1,-1,1.99993,"LSO_N2002X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"879",0,1,"LSO","Lesotho","XX","N",2010,2010,"X",3.864347,1.220694,75.69564,0.4335622,0.2049354,0.1265873,0.3528599,0.5417584,44.40193,0.5604319,-1,2.040551,"LSO_N2010X",0.008995,0.01937,0.02837,0.0395,0.05152,0.06732,0.08698,0.1158,0.1733,0.4088
"880",0,1,"LSO","Lesotho","XX","N",2011,2010,"X",3.864347,1.220694,79.9939,0.4070189,0.1927543,0.1181417,0.3296997,0.5417584,46.92322,0.5604319,-1,2.064166,"LSO_N2010X",0.008995,0.01937,0.02837,0.0395,0.05152,0.06732,0.08698,0.1158,0.1733,0.4088
"881",0,1,"LSO","Lesotho","XX","N",2012,2010,"X",3.864347,1.220694,83.74678,0.3899085,0.1830874,0.1114364,0.3114185,0.5417584,49.1246,0.5604319,-1,2.089928,"LSO_N2010X",0.008995,0.01937,0.02837,0.0395,0.05152,0.06732,0.08698,0.1158,0.1733,0.4088
"882",0,1,"LSO","Lesotho","XX","N",2013,2010,"X",3.864347,1.220694,84.18583,0.3880981,0.1820051,0.1106889,0.3093816,0.5417584,49.38214,0.5604319,-1,2.117361,"LSO_N2010X",0.008995,0.01937,0.02837,0.0395,0.05152,0.06732,0.08698,0.1158,0.1733,0.4088
"883",0,1,"LSO","Lesotho","XX","N",2015,2010,"X",3.864347,1.220694,86.86561,0.3760895,0.175634,0.1062812,0.2974076,0.5417584,50.95406,0.5604319,-1,2.174645,"LSO_N2010X",0.008995,0.01937,0.02837,0.0395,0.05152,0.06732,0.08698,0.1158,0.1733,0.4088
"884",0,0,"MAR","Morocco","XX","N",1981,1984.5,"X",4.193143,1.453494,147.0617,0.07479066,0.01298627,0.003054786,0.01519058,0.3918664,112.2271,0.2702475,0.2970879,20.511601,"MAR_N1984X",0.02657,0.03923,0.05019,0.0605,0.0709,0.08218,0.09553,0.1134,0.1431,0.3184
"885",1,0,"MAR","Morocco","XX","N",1984,1984.5,"X",4.193143,1.453494,165.6955,0.04979645,0.006753571,0.001235157,0.007633895,-1,-1,-1,-1,22.03761,"MAR_N1984X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"886",1,0,"MAR","Morocco","XX","N",1987,NA,"X",4.193143,1.453494,188.0887,0.02422018,0.002560959,0.0004601669,0.002827001,-1,-1,-1,-1,23.497766,"MAR_N1984X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"887",1,0,"MAR","Morocco","XX","N",1990,NA,"X",4.193143,1.453494,214.2922,0.008560311,0.001139757,0.0003104984,0.001369966,-1,-1,-1,-1,24.879136,"MAR_N1984X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"888",1,0,"MAR","Morocco","XX","N",1993,NA,"X",4.193143,1.453494,210.0593,0.01821683,0.002824115,0.000751781,0.003251489,-1,-1,-1,-1,26.237417,"MAR_N1990X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"889",1,0,"MAR","Morocco","XX","N",1996,NA,"X",4.193143,1.453494,217.9061,0.0145891,0.002088321,0.0005470583,0.002451215,-1,-1,-1,-1,27.460603,"MAR_N1990X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"890",1,1,"MAR","Morocco","XX","N",1999,NA,"X",4.193143,1.453494,193.4083,0.02157787,0.003338728,0.0009252632,0.00387725,-1,-1,-1,-1,28.514798,"MAR_N1998X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"891",1,1,"MAR","Morocco","XX","N",2002,NA,"X",4.193143,1.453494,201.6864,0.02090704,0.00404982,0.001278839,0.005003577,-1,-1,-1,-1,29.512368,"MAR_N2000X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"892",1,1,"MAR","Morocco","XX","N",2005,NA,"X",4.193143,1.453494,221.2011,0.01426509,0.002651593,0.0007851192,0.003206887,-1,-1,-1,-1,30.52107,"MAR_N2000X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"893",1,1,"MAR","Morocco","XX","N",2008,NA,"X",4.193143,1.453494,257.573,0.007278406,0.001235217,0.0003229227,0.001448844,-1,-1,-1,-1,31.596855,"MAR_N2006X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"894",1,1,"MAR","Morocco","XX","N",2010,NA,"X",4.193143,1.453494,274.4653,0.005461397,0.0008657063,0.0002221355,0.001014563,-1,-1,-1,-1,32.409639,"MAR_N2006X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"895",1,1,"MAR","Morocco","XX","N",2011,NA,"X",4.193143,1.453494,287.5197,0.004457768,0.0006532597,0.0001709885,0.0007688508,-1,-1,-1,-1,32.858823,"MAR_N2006X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"896",1,1,"MAR","Morocco","XX","N",2012,NA,"X",4.193143,1.453494,296.4507,0.003548784,0.0005359556,0.000146784,0.0006359158,-1,-1,-1,-1,33.333789,"MAR_N2006X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"897",1,1,"MAR","Morocco","XX","N",2013,NA,"X",4.193143,1.453494,302.2177,0.00294819,0.000476342,0.0001357949,0.0005693372,-1,-1,-1,-1,33.824769,"MAR_N2006X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"898",0,1,"MAR","Morocco","XX","N",2015,2013.5,"X",4.193143,1.453494,310.262,0.002471822,0.0004117163,0.0001209892,0.0004945287,0.3954851,226.4778,0.2588665,-1,34.803322,"MAR_N2013X",0.027,0.04002,0.04935,0.05813,0.06777,0.0791,0.09382,0.1149,0.1511,0.3189
"899",0,1,"MDA","Moldova","XX","N",1981,1997,"X",5.45133,3.277779,350.4413,0.06384449,0.01795496,0.008270967,0.02527425,0.3694215,277.3724,0.2358357,-1,3.429,"MDA_N1997X",0.0244,0.04108,0.05193,0.06178,0.07287,0.08549,0.1013,0.1233,0.1568,0.2811
"900",0,1,"MDA","Moldova","XX","N",1984,1997,"X",5.45133,3.277779,385.984,0.04668556,0.01433417,0.006602392,0.02010376,0.3694215,305.5042,0.2358357,-1,3.536,"MDA_N1997X",0.0244,0.04108,0.05193,0.06178,0.07287,0.08549,0.1013,0.1233,0.1568,0.2811
"901",0,1,"MDA","Moldova","XX","N",1987,1997,"X",5.45133,3.277779,361.9672,0.05599149,0.01658729,0.007669861,0.02334824,0.3694215,286.4951,0.2358357,-1,3.633,"MDA_N1997X",0.0244,0.04108,0.05193,0.06178,0.07287,0.08549,0.1013,0.1233,0.1568,0.2811
"902",0,1,"MDA","Moldova","XX","N",1990,1997,"X",5.45133,3.277779,361.3239,0.05620969,0.01665739,0.007701653,0.02344791,0.3694215,285.9859,0.2358357,-1,3.696,"MDA_N1997X",0.0244,0.04108,0.05193,0.06178,0.07287,0.08549,0.1013,0.1233,0.1568,0.2811
"903",0,1,"MDA","Moldova","XX","N",1993,1997,"X",5.45133,3.277779,208.753,0.2074407,0.06298164,0.02879111,0.08909384,0.3694215,165.2269,0.2358357,-1,3.701,"MDA_N1997X",0.0244,0.04108,0.05193,0.06178,0.07287,0.08549,0.1013,0.1233,0.1568,0.2811
"904",0,1,"MDA","Moldova","XX","N",1996,1997,"X",5.45133,3.277779,124.7581,0.506298,0.184611,0.0915707,0.2704475,0.3694215,98.74535,0.2358357,-1,3.667748,"MDA_N1997X",0.0244,0.04108,0.05193,0.06178,0.07287,0.08549,0.1013,0.1233,0.1568,0.2811
"905",0,1,"MDA","Moldova","XX","N",1999,1999,"X",5.45133,3.277779,99.02082,0.7068285,0.3111016,0.1707664,0.4751537,0.4262421,69.56521,0.3052169,-1,3.647001,"MDA_N1999X",0.02329,0.03625,0.04597,0.05531,0.06487,0.07581,0.09013,0.1128,0.152,0.3436
"906",0,1,"MDA","Moldova","XX","N",2002,2002,"X",5.45133,3.277779,134.4574,0.4548657,0.1539677,0.07003114,0.2123973,0.3584591,106.9746,0.2135265,-1,3.623062,"MDA_N2002X",0.02841,0.04143,0.05241,0.06209,0.07338,0.08621,0.1023,0.123,0.1554,0.2753
"907",0,0,"MDA","Moldova","XX","N",2005,2005,"X",5.45133,3.277779,142.5947,0.4181429,0.1360117,0.05973757,0.1881003,0.3627823,112.997,0.2205737,0.304642,3.595187,"MDA_N2005X",0.02902,0.0411,0.05203,0.0626,0.0735,0.08552,0.09991,0.1193,0.1518,0.2852
"908",0,1,"MDA","Moldova","XX","N",2008,2008,"X",5.45133,3.277779,267.3504,0.09596676,0.0216404,0.007399494,0.02710422,0.3469244,215.2977,0.2014299,-1,3.570108,"MDA_N2008X",0.02923,0.04406,0.05509,0.06469,0.0747,0.08646,0.1014,0.1207,0.1525,0.2712
"909",0,1,"MDA","Moldova","XX","N",2010,2010,"X",5.45133,3.277779,272.6101,0.06527078,0.01173311,0.003567797,0.01433646,0.3205092,225.7376,0.1697386,-1,3.562045,"MDA_N2010X",0.03322,0.04796,0.05795,0.06717,0.07704,0.08916,0.1031,0.1211,0.149,0.2543
"910",0,1,"MDA","Moldova","XX","N",2011,2011,"X",5.45133,3.277779,279.6441,0.04911223,0.008287402,0.00236785,0.009904756,0.3062858,235.5975,0.1551151,-1,3.559986,"MDA_N2011X",0.03503,0.04989,0.05959,0.06961,0.07926,0.08999,0.1028,0.121,0.1478,0.2451
